date,region,reason
2019-10-26,Delhi,Health
2021-01-14,Delhi,Social Issues
2019-03-25,Hyderabad,Economy
2021-06-13,Delhi,Economy
2020-01-06,Mumbai,Social Issues
2020-01-14,Pune,Economy
2020-12-01,Delhi,Economy
2014-07-23,Mumbai,Economy
2019-03-28,Ahmedabad,Social Issues
2020-07-28,Bangalore,Economy
2022-08-22,Bangalore,Economy
2022-01-07,Kolkata,Economy
2019-11-16,Kolkata,Economy
2021-04-09,Kolkata,Economy
2021-05-28,Hyderabad,Health
2018-08-16,Hyderabad,Health
2022-05-10,Lucknow,Election
1990-04-15,Kolkata,Economy
2021-09-28,Delhi,Economy
2021-07-10,Hyderabad,Economy
2020-08-26,Ahmedabad,Natural Calamity
2020-02-27,Bangalore,Natural Calamity
2023-02-03,Delhi,Economy
2020-08-18,Chennai,Economy
2021-05-13,Mumbai,Social Issues
2022-10-28,Bangalore,Economy
2021-06-05,Pune,Economy
2022-04-24,Mumbai,Economy
2020-04-24,Jaipur,Election
2019-10-01,Mumbai,Economy
2020-04-28,Delhi,Election
1970-01-01,Delhi,Natural Calamity
2021-05-25,Delhi,Economy
2018-08-14,Mumbai,Economy
2022-12-13,Bangalore,Economy
2016-07-09,Delhi,Economy
2020-04-22,Bangalore,Health
2019-02-18,Mumbai,Health
2021-03-29,Delhi,Economy
2020-03-02,Delhi,Natural Calamity
2022-01-01,Mumbai,Economy
2021-03-07,Mumbai,Social Issues
2022-06-18,Hyderabad,Health
2020-06-25,Delhi,Economy
1911-01-16,Hyderabad,Economy
2017-01-01,Bangalore,Economy
2017-01-01,Mumbai,Economy
2023-01-19,Delhi,Natural Calamity
2020-07-01,Delhi,Election
2022-01-01,Mumbai,Economy
2020-03-30,Delhi,Natural Calamity
2022-09-15,Hyderabad,Economy
2019-08-05,Mumbai,Natural Calamity
2020-09-29,Delhi,Economy
2023-02-08,Delhi,Health
2020-03-27,Mumbai,Natural Calamity
2018-06-06,Mumbai,Economy
2020-08-24,Bangalore,Natural Calamity
2020-06-08,Mumbai,Social Issues
2021-09-26,Mumbai,Natural Calamity
2020-02-25,Pune,Economy
2019-12-09,Ahmedabad,Economy
2021-07-07,Delhi,Natural Calamity
2021-06-18,Mumbai,Economy
2021-03-11,Delhi,Economy
2020-03-02,Bangalore,Economy
2020-04-27,Mumbai,Economy
2020-08-19,Mumbai,Economy
2020-10-25,Ahmedabad,Economy
2020-09-02,Delhi,Economy
2019-07-06,Bangalore,Health
2021-10-09,Delhi,Economy
2019-05-23,Delhi,Natural Calamity
2022-09-15,Delhi,Election
2020-08-05,Lucknow,Economy
2021-04-12,Delhi,Health
2020-11-02,Bangalore,Social Issues
2020-01-27,Delhi,Health
2021-02-25,Ahmedabad,Economy
2021-04-21,Mumbai,Natural Calamity
2022-05-06,Ahmedabad,Health
2021-01-01,Delhi,Health
2022-03-22,Mumbai,Economy
2022-04-01,Delhi,Social Issues
2020-07-12,Hyderabad,Election
2020-02-20,Delhi,Natural Calamity
2018-01-02,Hyderabad,Natural Calamity
1998-05-01,Delhi,Economy
2020-12-30,Hyderabad,Social Issues
1986-04-24,Mumbai,Social Issues
2021-12-19,Mumbai,Economy
2019-01-04,Chennai,Natural Calamity
2021-02-03,Delhi,Social Issues
2020-03-25,Delhi,Health
2022-02-10,Mumbai,Health
2021-04-10,Hyderabad,Social Issues
2021-10-16,Bangalore,Economy
2020-05-24,Delhi,Social Issues
2019-09-27,Mumbai,Social Issues
2019-09-19,Bangalore,Economy
2012-08-28,Delhi,Election
2018-05-28,Mumbai,Economy
2021-09-14,Mumbai,Health
2020-01-21,Mumbai,Economy
2018-05-28,Delhi,Health
2019-06-20,Delhi,Natural Calamity
2020-09-26,Hyderabad,Social Issues
2019-05-27,Kolkata,Economy
2022-02-22,Mumbai,Health
2021-02-21,Delhi,Election
2021-02-05,Mumbai,Natural Calamity
2021-09-18,Delhi,Election
2016-06-17,Delhi,Economy
2017-12-22,Jaipur,Election
2021-03-02,Mumbai,Natural Calamity
2020-01-03,Delhi,Social Issues
2016-11-18,Delhi,Health
2018-01-02,Delhi,Economy
2021-01-27,Delhi,Economy
2020-04-26,Delhi,Election
2021-07-20,Mumbai,Election
2020-04-21,Pune,Natural Calamity
2013-12-13,Delhi,Health
2022-09-20,Mumbai,Election
2022-07-05,Mumbai,Health
2016-04-23,Ahmedabad,Health
2020-04-09,Delhi,Natural Calamity
2020-02-12,Hyderabad,Health
2022-04-01,Delhi,Social Issues
2021-08-25,Delhi,Economy
2019-01-11,Delhi,Health
2018-02-15,Mumbai,Social Issues
2020-07-01,Hyderabad,Natural Calamity
2021-05-09,Mumbai,Economy
2022-02-06,Delhi,Health
2022-07-05,Delhi,Social Issues
2021-02-07,Delhi,Social Issues
2019-07-01,Delhi,Economy
2022-04-18,Delhi,Election
2020-07-03,Delhi,Election
2021-07-07,Bangalore,Economy
2015-10-15,Mumbai,Health
2019-04-11,Delhi,Economy
2022-02-28,Chennai,Health
2020-12-13,Delhi,Economy
1999-01-20,Mumbai,Economy
1983-05-12,Chennai,Health
2022-12-21,Delhi,Social Issues
1995-01-01,Delhi,Economy
2020-05-14,Delhi,Health
2021-05-15,Mumbai,Natural Calamity
2020-07-08,Mumbai,Economy
2022-03-25,Mumbai,Election
2022-04-25,Mumbai,Natural Calamity
2021-12-01,Bangalore,Economy
2021-07-09,Mumbai,Election
2021-08-02,Bangalore,Health
2022-06-24,Ahmedabad,Economy
2021-09-12,Mumbai,Natural Calamity
2017-12-14,Ahmedabad,Economy
2017-08-21,Delhi,Social Issues
2020-06-30,Delhi,Election
1999-04-01,Delhi,Economy
2016-01-10,Delhi,Economy
2022-05-11,Bangalore,Economy
2020-07-15,Mumbai,Health
2018-06-17,Bangalore,Health
2022-02-26,Hyderabad,Economy
2019-01-16,Hyderabad,Economy
2020-01-17,Mumbai,Economy
2020-12-14,Ahmedabad,Economy
2019-11-28,Bangalore,Economy
1908-01-27,Hyderabad,Election
2018-07-06,Mumbai,Health
2014-10-18,Hyderabad,Social Issues
2019-05-31,Bangalore,Natural Calamity
2022-07-01,Ahmedabad,Economy
2020-02-12,Bangalore,Health
1907-03-12,Mumbai,Natural Calamity
2020-04-10,Delhi,Economy
2019-03-06,Chennai,Natural Calamity
2020-02-09,Kolkata,Economy
2020-05-09,Hyderabad,Economy
2023-05-04,Ahmedabad,Election
2020-07-29,Mumbai,Economy
2020-07-24,Mumbai,Natural Calamity
2022-08-06,Delhi,Election
2021-06-16,Lucknow,Natural Calamity
2017-05-06,Delhi,Natural Calamity
2020-03-12,Delhi,Health
2022-09-24,Hyderabad,Health
2022-06-01,Pune,Health
2018-07-08,Pune,Health
2016-01-01,Mumbai,Economy
2019-09-24,Bangalore,Economy
2021-08-27,Mumbai,Economy
2022-10-26,Mumbai,Natural Calamity
2022-04-20,Hyderabad,Economy
2021-05-04,Bangalore,Economy
2021-05-11,Delhi,Economy
2018-06-01,Ahmedabad,Economy
2020-09-10,Ahmedabad,Election
2021-01-21,Delhi,Economy
2020-03-13,Delhi,Natural Calamity
2020-01-01,Hyderabad,Social Issues
2020-08-12,Delhi,Election
2019-08-23,Hyderabad,Economy
2021-05-13,Delhi,Health
2020-04-12,Delhi,Health
2020-12-14,Hyderabad,Election
2021-09-28,Delhi,Economy
2022-08-12,Mumbai,Natural Calamity
2022-09-07,Hyderabad,Election
2016-02-11,Delhi,Economy
2021-04-07,Bangalore,Social Issues
2020-06-07,Bangalore,Natural Calamity
2019-01-25,Mumbai,Social Issues
2022-05-04,Mumbai,Health
2020-10-26,Mumbai,Economy
2022-02-28,Delhi,Economy
2021-09-03,Hyderabad,Economy
2021-04-19,Delhi,Natural Calamity
2019-06-16,Bangalore,Social Issues
2020-10-05,Mumbai,Election
2022-08-30,Delhi,Economy
2021-03-17,Hyderabad,Natural Calamity
2020-04-13,Mumbai,Economy
2022-11-19,Delhi,Natural Calamity
2014-07-13,Lucknow,Health
2017-07-28,Mumbai,Economy
2021-04-12,Mumbai,Election
2020-01-26,Delhi,Natural Calamity
2017-04-03,Chennai,Natural Calamity
2020-10-11,Delhi,Economy
2021-08-11,Mumbai,Economy
2021-11-12,Jaipur,Natural Calamity
2022-01-01,Mumbai,Economy
2020-11-06,Ahmedabad,Election
2022-06-11,Delhi,Economy
2021-01-20,Bangalore,Economy
2020-04-23,Mumbai,Social Issues
2021-05-26,Bangalore,Health
2021-03-09,Mumbai,Economy
2021-09-10,Mumbai,Economy
2017-09-01,Delhi,Election
2020-07-11,Mumbai,Economy
2021-08-01,Delhi,Natural Calamity
2017-06-24,Hyderabad,Health
2020-11-29,Mumbai,Natural Calamity
2020-06-28,Delhi,Economy
2021-05-05,Mumbai,Election
2021-05-19,Hyderabad,Health
2021-11-24,Delhi,Election
2022-04-08,Jaipur,Natural Calamity
2020-03-25,Bangalore,Economy
1970-03-12,Chennai,Election
2020-08-16,Bangalore,Election
2022-10-26,Mumbai,Health
2020-04-24,Mumbai,Election
2022-04-05,Delhi,Social Issues
1911-01-22,Delhi,Health
2021-04-21,Mumbai,Economy
2020-05-08,Delhi,Economy
2021-01-20,Kolkata,Election
2019-06-23,Lucknow,Economy
2021-04-08,Mumbai,Economy
2020-02-11,Delhi,Health
1962-06-05,Delhi,Health
2018-11-03,Hyderabad,Natural Calamity
2021-01-26,Bangalore,Natural Calamity
2021-08-13,Bangalore,Economy
2022-11-03,Mumbai,Economy
2021-04-12,Ahmedabad,Economy
2020-10-13,Delhi,Natural Calamity
2021-03-23,Delhi,Economy
2018-04-05,Ahmedabad,Economy
2020-10-08,Delhi,Economy
2022-08-23,Delhi,Economy
2020-09-11,Delhi,Economy
2020-08-15,Delhi,Health
2020-01-15,Kolkata,Health
2020-12-31,Mumbai,Natural Calamity
2021-08-17,Mumbai,Economy
2022-07-03,Pune,Economy
2018-10-08,Delhi,Natural Calamity
2019-08-13,Bangalore,Health
2020-10-25,Hyderabad,Economy
2020-05-22,Delhi,Economy
2020-04-12,Delhi,Health
2020-10-19,Delhi,Election
2021-05-19,Hyderabad,Natural Calamity
2022-07-13,Pune,Natural Calamity
2023-02-03,Delhi,Health
2021-08-02,Hyderabad,Economy
2021-05-16,Hyderabad,Health
2021-05-12,Chennai,Natural Calamity
2021-05-18,Hyderabad,Election
2021-05-16,Delhi,Natural Calamity
2021-07-09,Kolkata,Social Issues
2020-05-08,Mumbai,Health
2021-06-04,Pune,Economy
2021-07-26,Mumbai,Social Issues
2019-12-02,Delhi,Health
2020-11-20,Delhi,Social Issues
2019-06-14,Delhi,Natural Calamity
2021-02-18,Ahmedabad,Natural Calamity
2022-09-23,Chennai,Economy
2021-02-10,Hyderabad,Economy
2019-02-16,Kolkata,Economy
2018-05-19,Chennai,Election
2022-06-12,Ahmedabad,Election
2020-12-26,Delhi,Election
2021-07-14,Mumbai,Social Issues
2019-06-06,Ahmedabad,Economy
1922-04-11,Mumbai,Natural Calamity
2020-10-21,Hyderabad,Social Issues
2021-07-13,Hyderabad,Health
2017-05-06,Pune,Economy
2021-10-10,Pune,Natural Calamity
2022-11-04,Delhi,Natural Calamity
2019-01-10,Mumbai,Social Issues
2021-03-07,Chennai,Social Issues
2019-06-24,Ahmedabad,Natural Calamity
2018-08-04,Chennai,Natural Calamity
2014-02-24,Delhi,Economy
2012-05-25,Mumbai,Natural Calamity
2019-07-03,Hyderabad,Election
2018-09-15,Pune,Economy
2020-05-20,Pune,Social Issues
2020-03-21,Hyderabad,Economy
1963-01-15,Mumbai,Economy
2020-07-26,Bangalore,Election
2018-12-29,Delhi,Economy
2022-04-15,Delhi,Election
2020-09-10,Mumbai,Social Issues
2020-11-27,Mumbai,Health
2020-07-28,Bangalore,Social Issues
1972-04-20,Ahmedabad,Health
2018-07-22,Kolkata,Natural Calamity
1984-03-13,Mumbai,Economy
2021-06-18,Pune,Economy
2021-06-23,Hyderabad,Election
2020-07-18,Pune,Economy
2021-08-20,Pune,Economy
2020-12-24,Delhi,Natural Calamity
2020-07-07,Jaipur,Health
2021-08-02,Bangalore,Social Issues
2015-05-22,Chennai,Economy
2020-11-05,Delhi,Election
2017-01-28,Bangalore,Social Issues
2022-04-19,Kolkata,Economy
1974-07-10,Pune,Natural Calamity
2017-02-12,Delhi,Economy
2021-06-22,Delhi,Election
2017-01-18,Jaipur,Natural Calamity
2020-12-02,Mumbai,Natural Calamity
2017-12-03,Delhi,Economy
2018-06-05,Delhi,Economy
2020-05-08,Delhi,Natural Calamity
2020-08-10,Mumbai,Economy
2018-08-18,Hyderabad,Health
2020-10-27,Mumbai,Economy
2021-01-04,Hyderabad,Natural Calamity
2020-01-23,Mumbai,Health
2021-07-01,Delhi,Economy
2020-08-11,Mumbai,Social Issues
2020-05-28,Bangalore,Social Issues
1991-01-28,Mumbai,Economy
2018-03-08,Delhi,Health
2021-04-25,Chennai,Election
2023-01-24,Mumbai,Social Issues
2022-02-09,Delhi,Election
2021-10-15,Ahmedabad,Health
2020-04-05,Delhi,Health
2021-04-01,Delhi,Economy
2019-12-12,Bangalore,Health
2022-01-27,Delhi,Social Issues
2021-01-28,Kolkata,Economy
2021-08-07,Kolkata,Economy
2020-08-06,Bangalore,Economy
2018-07-06,Mumbai,Economy
2019-09-14,Delhi,Economy
2020-09-17,Bangalore,Health
2021-10-21,Delhi,Social Issues
2021-04-02,Kolkata,Election
2019-10-13,Delhi,Election
2017-06-14,Mumbai,Economy
2022-11-20,Delhi,Economy
2019-02-06,Delhi,Health
2023-01-08,Delhi,Economy
2015-08-04,Kolkata,Natural Calamity
2021-03-09,Delhi,Social Issues
2020-04-13,Delhi,Health
2022-04-22,Bangalore,Health
2020-05-14,Delhi,Economy
2022-05-24,Bangalore,Health
2017-05-04,Mumbai,Economy
2022-07-17,Delhi,Economy
2019-08-27,Mumbai,Natural Calamity
2022-07-10,Pune,Natural Calamity
2022-05-19,Delhi,Economy
2009-10-02,Ahmedabad,Economy
2020-05-09,Bangalore,Economy
1971-09-20,Pune,Economy
2019-01-31,Hyderabad,Natural Calamity
2021-09-10,Kolkata,Health
2020-06-04,Mumbai,Economy
1949-11-15,Chennai,Economy
2020-08-04,Delhi,Economy
2019-09-05,Hyderabad,Natural Calamity
2020-07-10,Delhi,Health
2020-05-22,Delhi,Economy
2021-11-25,Mumbai,Health
2019-02-07,Delhi,Economy
2021-12-15,Mumbai,Economy
2020-03-22,Bangalore,Natural Calamity
2022-04-12,Delhi,Economy
2016-11-26,Delhi,Election
2022-03-21,Delhi,Natural Calamity
2022-06-07,Mumbai,Natural Calamity
2020-02-29,Hyderabad,Economy
2021-05-18,Bangalore,Economy
2018-04-04,Delhi,Social Issues
2020-03-25,Lucknow,Health
2021-08-29,Delhi,Natural Calamity
2020-01-21,Mumbai,Health
2023-05-15,Bangalore,Social Issues
2020-04-24,Mumbai,Natural Calamity
2022-01-27,Bangalore,Economy
2021-08-07,Pune,Economy
2021-09-27,Mumbai,Election
2021-01-14,Mumbai,Natural Calamity
2021-09-23,Kolkata,Natural Calamity
1961-09-14,Mumbai,Social Issues
2016-04-21,Mumbai,Economy
2020-08-19,Delhi,Economy
2020-02-14,Delhi,Natural Calamity
2021-05-10,Mumbai,Election
2021-09-15,Delhi,Economy
1991-09-18,Mumbai,Natural Calamity
2020-08-26,Delhi,Economy
2022-07-15,Kolkata,Economy
2020-12-19,Mumbai,Economy
2019-05-24,Mumbai,Health
2020-04-07,Mumbai,Natural Calamity
2022-07-27,Delhi,Economy
2020-03-12,Delhi,Economy
2021-01-14,Hyderabad,Economy
2020-09-18,Mumbai,Economy
2019-06-18,Mumbai,Social Issues
2022-03-17,Delhi,Natural Calamity
2020-05-28,Delhi,Economy
2021-09-01,Delhi,Health
2020-11-04,Delhi,Natural Calamity
2019-07-17,Bangalore,Economy
2018-11-05,Bangalore,Natural Calamity
2019-08-04,Mumbai,Social Issues
2021-03-24,Delhi,Economy
2022-02-01,Delhi,Health
2021-04-08,Bangalore,Economy
2021-02-04,Chennai,Natural Calamity
2022-08-18,Bangalore,Natural Calamity
2022-12-12,Jaipur,Election
2021-02-17,Jaipur,Economy
1968-08-16,Delhi,Economy
2020-05-21,Mumbai,Election
2020-04-01,Delhi,Economy
2022-04-28,Chennai,Economy
2020-05-10,Mumbai,Economy
2022-07-22,Mumbai,Natural Calamity
2020-06-10,Bangalore,Health
2022-06-01,Delhi,Economy
2022-03-18,Ahmedabad,Economy
2022-07-17,Delhi,Election
2022-12-13,Delhi,Economy
2021-08-04,Delhi,Natural Calamity
2019-06-13,Bangalore,Election
2018-01-07,Mumbai,Health
2020-06-11,Hyderabad,Health
2022-06-21,Chennai,Economy
2023-02-09,Ahmedabad,Social Issues
2017-05-31,Mumbai,Social Issues
2016-10-14,Pune,Natural Calamity
2020-10-18,Delhi,Economy
2020-07-20,Mumbai,Health
2021-01-18,Kolkata,Election
2017-04-01,Delhi,Economy
2022-07-30,Delhi,Health
2020-04-11,Delhi,Economy
2020-08-14,Delhi,Health
2021-06-28,Mumbai,Social Issues
1989-10-22,Chennai,Health
2022-08-13,Pune,Economy
2019-05-02,Bangalore,Health
2023-01-12,Bangalore,Social Issues
2022-10-03,Bangalore,Natural Calamity
2020-08-06,Pune,Natural Calamity
2020-09-15,Bangalore,Economy
2019-12-16,Bangalore,Natural Calamity
2020-02-02,Delhi,Health
1972-07-22,Delhi,Economy
2022-03-15,Chennai,Social Issues
2018-11-27,Bangalore,Election
2019-02-26,Mumbai,Economy
2022-04-20,Mumbai,Economy
2020-10-18,Mumbai,Natural Calamity
1995-04-18,Delhi,Natural Calamity
2020-02-16,Hyderabad,Natural Calamity
2016-10-05,Kolkata,Natural Calamity
2020-07-02,Mumbai,Economy
2019-05-21,Kolkata,Economy
2023-04-12,Delhi,Economy
2019-02-23,Bangalore,Economy
2019-09-29,Delhi,Natural Calamity
2020-05-27,Pune,Economy
2022-06-08,Hyderabad,Economy
2022-02-08,Delhi,Health
2022-04-25,Kolkata,Health
2021-10-25,Mumbai,Social Issues
2018-11-01,Mumbai,Economy
2020-01-10,Delhi,Economy
2020-09-14,Pune,Economy
2017-02-10,Hyderabad,Election
2018-11-12,Hyderabad,Election
1993-07-21,Bangalore,Natural Calamity
2017-08-28,Mumbai,Economy
2020-10-09,Delhi,Natural Calamity
1975-03-21,Delhi,Election
2022-03-02,Bangalore,Economy
2021-08-25,Delhi,Health
1980-03-25,Delhi,Natural Calamity
2019-01-17,Delhi,Social Issues
2021-07-27,Mumbai,Health
2020-05-08,Delhi,Economy
2020-09-24,Delhi,Health
2021-09-21,Hyderabad,Election
2016-11-01,Delhi,Natural Calamity
2020-04-29,Hyderabad,Health
2020-02-28,Bangalore,Economy
2020-08-18,Chennai,Economy
2020-04-07,Delhi,Social Issues
1986-01-01,Delhi,Health
2021-01-04,Bangalore,Economy
2019-04-15,Mumbai,Economy
2022-02-04,Delhi,Health
2020-02-27,Delhi,Natural Calamity
2021-03-29,Delhi,Health
2020-08-08,Ahmedabad,Social Issues
2018-09-18,Ahmedabad,Economy
2021-06-04,Delhi,Natural Calamity
2020-11-05,Hyderabad,Economy
2020-04-19,Delhi,Economy
2020-08-06,Delhi,Natural Calamity
2016-09-22,Hyderabad,Economy
2021-06-17,Delhi,Economy
2021-07-24,Chennai,Economy
2021-04-26,Mumbai,Social Issues
2020-09-09,Delhi,Social Issues
2012-09-19,Ahmedabad,Health
2020-07-27,Delhi,Economy
2021-04-16,Delhi,Economy
2017-04-01,Hyderabad,Economy
2018-08-14,Bangalore,Health
2018-12-06,Ahmedabad,Health
2020-08-19,Ahmedabad,Natural Calamity
2020-09-23,Mumbai,Social Issues
2018-04-02,Delhi,Health
2020-10-26,Delhi,Social Issues
2022-08-13,Delhi,Economy
2019-03-22,Hyderabad,Natural Calamity
2022-04-08,Mumbai,Social Issues
2022-04-28,Mumbai,Economy
2022-02-10,Chennai,Economy
2021-05-15,Hyderabad,Health
2018-03-14,Delhi,Health
2019-01-05,Mumbai,Social Issues
2023-01-15,Delhi,Social Issues
2020-12-09,Kolkata,Economy
2021-01-02,Delhi,Economy
2020-01-01,Hyderabad,Economy
2022-01-12,Delhi,Health
2019-02-16,Delhi,Health
2019-01-25,Mumbai,Natural Calamity
2020-09-17,Mumbai,Economy
2020-01-12,Delhi,Economy
2018-07-09,Chennai,Natural Calamity
1984-11-12,Delhi,Social Issues
2019-06-14,Bangalore,Social Issues
2021-06-09,Bangalore,Health
2021-07-01,Lucknow,Economy
2021-03-25,Mumbai,Natural Calamity
2020-04-11,Chennai,Social Issues
2021-01-19,Lucknow,Economy
2021-02-14,Delhi,Health
2022-01-02,Delhi,Health
2020-10-24,Delhi,Natural Calamity
2019-07-10,Bangalore,Social Issues
2021-08-23,Bangalore,Natural Calamity
2019-05-24,Delhi,Natural Calamity
2020-12-22,Kolkata,Social Issues
2020-09-10,Delhi,Social Issues
2019-07-21,Kolkata,Economy
1986-03-01,Delhi,Social Issues
2018-05-16,Mumbai,Economy
2017-01-03,Kolkata,Economy
2020-04-26,Kolkata,Economy
2014-03-21,Ahmedabad,Natural Calamity
2021-07-15,Ahmedabad,Election
2022-06-09,Hyderabad,Economy
2019-05-28,Mumbai,Health
2021-07-28,Bangalore,Economy
2020-01-24,Kolkata,Economy
2022-10-13,Mumbai,Health
2016-03-12,Bangalore,Election
2020-05-20,Delhi,Economy
2021-03-15,Delhi,Election
2022-08-29,Lucknow,Election
2022-04-03,Mumbai,Economy
2021-05-27,Bangalore,Economy
2021-05-12,Delhi,Health
2019-02-06,Mumbai,Social Issues
2020-08-16,Mumbai,Election
2022-04-06,Delhi,Social Issues
2020-09-28,Bangalore,Health
2020-01-01,Delhi,Health
2019-07-07,Chennai,Health
2021-09-12,Delhi,Election
2021-03-14,Delhi,Economy
2019-01-21,Bangalore,Economy
2022-06-02,Delhi,Economy
1996-09-12,Delhi,Health
2019-05-23,Bangalore,Economy
2022-01-07,Hyderabad,Economy
2018-05-17,Delhi,Economy
2022-02-08,Delhi,Election
2021-01-24,Delhi,Economy
1999-07-16,Delhi,Economy
2018-10-10,Bangalore,Health
2020-09-01,Delhi,Social Issues
2020-12-17,Delhi,Economy
2021-07-14,Delhi,Economy
2022-08-10,Ahmedabad,Economy
2021-04-05,Mumbai,Health
1909-08-12,Delhi,Health
2021-05-06,Bangalore,Economy
1999-12-29,Hyderabad,Economy
2021-06-17,Mumbai,Social Issues
2020-02-06,Hyderabad,Economy
2017-11-26,Mumbai,Election
2020-08-27,Delhi,Social Issues
2020-11-28,Hyderabad,Election
2021-05-29,Ahmedabad,Economy
2020-06-01,Delhi,Health
2020-10-26,Jaipur,Natural Calamity
2021-06-27,Delhi,Economy
2019-02-14,Mumbai,Health
2020-10-06,Mumbai,Economy
2021-01-23,Mumbai,Health
2021-08-26,Delhi,Economy
2021-09-18,Kolkata,Economy
2021-11-11,Hyderabad,Economy
2021-04-01,Mumbai,Economy
2021-05-17,Mumbai,Economy
2021-04-12,Hyderabad,Election
2020-02-24,Hyderabad,Economy
2014-10-16,Hyderabad,Economy
2020-01-28,Lucknow,Natural Calamity
2022-02-11,Delhi,Health
1908-01-09,Chennai,Economy
2021-05-11,Bangalore,Health
2021-08-09,Mumbai,Economy
1999-09-06,Bangalore,Health
2020-07-28,Lucknow,Health
2021-01-29,Ahmedabad,Election
2017-12-13,Hyderabad,Economy
2017-09-01,Mumbai,Economy
2020-02-06,Mumbai,Election
2020-10-27,Hyderabad,Natural Calamity
2016-07-11,Kolkata,Economy
2020-04-28,Delhi,Economy
2020-07-21,Delhi,Natural Calamity
1925-04-29,Bangalore,Economy
2021-05-22,Ahmedabad,Health
2021-02-02,Mumbai,Natural Calamity
1951-01-19,Ahmedabad,Social Issues
2022-01-23,Delhi,Natural Calamity
1999-11-05,Delhi,Economy
2022-06-25,Mumbai,Economy
2020-10-18,Kolkata,Election
2018-08-06,Delhi,Social Issues
2021-12-01,Hyderabad,Economy
2016-10-03,Delhi,Natural Calamity
2020-05-24,Delhi,Economy
2022-07-04,Mumbai,Economy
2019-07-01,Hyderabad,Health
2021-10-26,Mumbai,Economy
2021-01-09,Delhi,Social Issues
1998-05-17,Ahmedabad,Social Issues
2018-10-26,Ahmedabad,Economy
2021-01-04,Mumbai,Economy
2017-05-29,Hyderabad,Economy
2022-04-17,Delhi,Natural Calamity
2017-02-23,Bangalore,Election
2021-05-06,Delhi,Natural Calamity
2020-02-20,Mumbai,Election
2021-03-23,Delhi,Natural Calamity
2018-08-04,Delhi,Election
2019-09-11,Bangalore,Election
2021-07-28,Mumbai,Economy
2021-08-21,Delhi,Social Issues
2020-06-01,Delhi,Economy
2020-08-19,Kolkata,Economy
2021-02-04,Delhi,Economy
2022-03-14,Delhi,Health
2019-03-04,Bangalore,Health
2020-01-21,Mumbai,Economy
2021-12-10,Delhi,Health
2022-02-20,Bangalore,Social Issues
2009-11-17,Delhi,Economy
2020-01-30,Kolkata,Natural Calamity
2020-10-16,Mumbai,Health
2020-06-25,Bangalore,Economy
2021-07-31,Bangalore,Natural Calamity
2020-08-28,Hyderabad,Election
2016-06-17,Bangalore,Health
2021-03-02,Delhi,Health
1994-05-19,Delhi,Economy
2019-01-04,Lucknow,Health
2021-04-12,Mumbai,Economy
2021-10-03,Delhi,Economy
2021-08-29,Hyderabad,Economy
2020-11-01,Delhi,Election
2022-06-22,Bangalore,Economy
1999-01-19,Mumbai,Economy
2019-06-02,Delhi,Economy
2021-04-22,Mumbai,Health
2021-02-05,Chennai,Economy
2021-02-10,Hyderabad,Health
2020-06-24,Mumbai,Social Issues
2014-11-04,Ahmedabad,Economy
2021-04-10,Bangalore,Economy
2021-03-24,Chennai,Economy
2021-03-29,Mumbai,Health
2021-06-21,Hyderabad,Election
1992-04-30,Mumbai,Health
2022-06-24,Mumbai,Health
2022-09-10,Bangalore,Natural Calamity
2018-05-22,Delhi,Natural Calamity
2021-05-23,Delhi,Economy
2019-03-17,Kolkata,Election
2021-07-15,Delhi,Economy
2021-05-10,Delhi,Election
2020-06-19,Mumbai,Health
2022-02-16,Delhi,Economy
2020-09-06,Delhi,Natural Calamity
2021-07-24,Delhi,Health
2018-03-03,Bangalore,Economy
